caption_word_count,emoji_count,hashtag_count,sentiment_score,reading_level,image_brightness,image_contrast,engagement_rate,monetization_clicks
125,2,5,-0.45919623692678646,7,175,1.1998425577148928,0.001,11
112,5,18,0.3297752383865944,6,83,1.7545147936787562,0.001,17
112,3,3,-0.18274855913031907,6,214,1.8089269552949196,0.001,18
99,8,6,-0.06949534173620209,9,226,0.5738911020660982,0.001,5
131,6,3,0.8657074392569262,5,91,0.7413550370788602,0.001,7
115,8,10,0.25422527368528813,8,63,0.9129352036502063,0.001,9
128,9,11,-0.09647910313337621,10,82,1.3922987763314028,0.001,13
58,2,13,0.39769263737209937,4,167,1.0414921381887008,0.001,10
113,0,12,-0.19749284769875658,5,147,1.7660613701691132,0.001,17
70,4,9,-0.3884064713537227,5,141,1.5750078024244063,0.001,15
132,2,17,-0.468640468399597,5,149,0.6506840346702623,0.001,6
143,5,15,0.9272935680643843,5,136,1.4368362537681367,0.001,14
18,7,4,0.5869162362146745,8,194,0.6695189380204676,0.13106655489458166,877
15,3,7,0.6999222224385735,9,173,0.8825535044546902,0.12673891052666664,1118
82,4,13,0.971376592268248,7,252,0.766805950301342,0.001,7
112,4,4,0.8974430551201593,10,81,0.7595929238010575,0.022592580558432027,171
50,3,7,0.605369797956274,5,150,1.4245932871652889,0.15,2136
123,3,5,0.5409806047289791,10,245,1.3454073838312421,0.15,2018
17,3,15,0.005274995403064975,5,88,0.7640422291815903,0.001,7
81,3,3,-0.3439741223073468,4,143,1.9852592081276477,0.001,19
101,3,11,0.360583822551364,6,59,1.1327550985524406,0.001,11
71,4,10,0.3643799426328884,8,201,0.6456039922324049,0.001,6
93,1,2,0.928355928123616,5,149,0.6808535254326726,0.001,6
71,1,11,0.163856209992564,11,107,1.375840570589892,0.001,13
120,8,4,0.5362114364591024,7,246,1.9686041050752092,0.04040508911065925,795
136,1,5,0.3624559410950827,7,150,1.3579266524287967,0.15,2036
16,5,18,-0.2348596563484261,7,113,1.9235622149249558,0.001,19
93,1,17,0.388096461632375,11,68,1.16619927613704,0.001,11
141,4,15,0.3101750640442301,4,150,1.153761655478018,0.001,11
143,3,10,0.24085899086403328,7,166,1.2500110389738235,0.001,12
67,6,4,0.2701344004727122,9,185,1.5461381872333329,0.06640655069133242,1026
31,6,8,-0.25401804206169426,4,120,1.051423949676999,0.001,10
136,5,2,0.1952165968460018,8,89,1.7958290490184354,0.001,17
12,9,7,0.4084799077323952,7,62,0.5439220771522193,0.024056727920890888,130
136,4,5,0.23417379802830907,6,150,1.1596462925426634,0.021318911904543738,247
50,0,3,0.233029292689221,5,173,1.2664877749698769,0.056547901947026365,716
115,2,11,-0.38372343531052133,8,204,1.4105483573946442,0.001,14
23,8,11,-0.21383877197492052,9,131,0.9141078685487949,0.001,9
21,0,15,-0.018540960836749,6,137,1.141219956478753,0.001,11
96,4,9,0.12902049088885992,8,154,1.226806625321085,0.001,12
21,1,13,0.3909061657879064,9,179,1.53036496802482,0.001,15
34,3,12,0.795017656784591,7,65,1.660316277103721,0.001,16
54,0,8,-0.2612528928670191,8,63,1.606740991015681,0.001,16
131,2,6,-0.4773679546839576,8,177,1.012374578434378,0.001,10
64,9,11,0.17385569616387364,8,194,1.9991757844879454,0.001,19
109,6,4,0.14815434611744216,4,109,1.772997967680769,0.001,17
145,9,17,0.32785182774275856,11,247,0.8900350597174533,0.001,8
128,2,3,0.7498326570572509,6,66,0.7926587085092414,0.001,7
62,3,1,0.7035408264737169,10,94,0.9710318758750858,0.001,9
41,1,2,-0.3499350733549832,9,87,1.1785172794994674,0.001,11
60,2,11,0.9009930500150105,11,173,1.7761990674794208,0.0310939285259027,552
53,8,2,-0.33437840798833296,7,153,1.6675433956918018,0.001,16
91,2,3,0.4518557628013542,5,113,1.776869185258814,0.03089907052518098,549
46,4,5,0.5086094403933634,7,170,0.9079356723654928,0.15,1361
105,1,11,0.5198162308346324,7,55,1.3901918336777543,0.001,13
65,3,18,-0.10197324248691364,4,237,0.9248735934160617,0.001,9
114,6,9,-0.004482362352512093,4,161,0.6635347410792397,0.001,6
68,6,0,0.32301531272409534,8,151,1.526296615212021,0.001,15
140,2,16,-0.20061875629985243,11,98,0.7144963267931581,0.001,7
44,4,15,-0.46953429824997317,7,70,1.501546642559707,0.001,15
102,0,8,0.34321668176286346,6,72,1.4719464573581136,0.001,14
106,9,8,0.19791785801801098,4,125,1.7153726666360254,0.001,17
144,9,8,0.48509680933519306,9,234,0.7093319068453465,0.001,7
85,9,11,-0.2799491362495101,11,113,1.6752202227632162,0.001,16
58,0,8,0.7613873418847772,4,206,1.9989147889193557,0.15,2998
103,4,14,-0.28066776730920906,6,76,1.7765636728788532,0.001,17
33,9,1,0.8370154073200353,4,183,1.6277181144914994,0.1418370758482045,2308
46,8,10,0.17428175889355457,10,198,1.4932480320420614,0.001,14
13,0,10,0.32470788905904213,6,120,1.1326722270281442,0.001,11
117,0,7,0.8448720039459832,11,156,1.5957502518374034,0.11134854839893692,1776
135,3,5,-0.05013042728439948,10,218,1.5862670527106797,0.07560909808802294,1199
29,3,19,-0.22725950563827274,10,182,1.4472474240309323,0.001,14
59,1,6,0.16862743122918045,5,192,1.6944175674467425,0.05644798022130415,956
105,8,2,-0.13344915720843986,6,198,1.173145832640252,0.001,11
114,8,7,0.2917658673104756,5,107,0.681879068198586,0.001,6
126,1,17,-0.08711320333352535,9,181,1.338601591413856,0.001,13
107,8,16,0.7967343033931855,8,246,0.8975652930670139,0.001,8
75,5,10,0.4109868883865889,8,184,1.0766496461437254,0.001,10
88,7,1,-0.4996389953856466,11,84,0.5261223559118391,0.001,5
15,9,18,0.7082106020197372,11,213,1.074185881876825,0.001,10
48,3,6,-0.0046814949107811255,11,170,1.713201659203182,0.027349606060654782,468
124,1,17,-0.019688023767564344,10,192,1.3140835504073822,0.001,13
134,1,7,0.07459421820170098,4,179,0.5147007904009566,0.001,5
21,8,13,0.44539379212612107,6,169,1.204765730359771,0.001,12
140,0,6,0.16309106559133446,4,234,0.9371774714681111,0.001,9
27,6,3,0.44295331985455366,6,54,1.2163259830957567,0.005636119458092874,68
49,2,16,-0.27982891754631145,11,120,1.1070390821718155,0.001,11
30,2,4,0.9552466967861286,4,135,1.8979688293360724,0.15,2846
108,1,11,0.5944094306257959,8,144,0.5617659484445237,0.001,5
35,9,8,-0.12468933923242548,9,209,1.5253820169228984,0.001,15
17,5,19,0.5862548621121637,8,249,1.7765398944526123,0.001,17
109,9,12,0.3625381843924591,4,90,1.938857876975713,0.001,19
96,1,17,-0.336216505394728,6,219,0.7664543398164438,0.001,7
51,9,19,-0.23270535981781088,7,124,1.2969572029492908,0.001,12
23,3,8,-0.4380377871178028,9,242,0.5653843659758179,0.001,5
87,9,3,0.7138571075120217,6,217,1.2487752866826327,0.1059738474214071,1323
11,8,7,0.3275571288928525,4,132,0.6881871343114729,0.006871083130904844,47
128,8,0,-0.02487702702468214,6,87,1.75684501204807,0.001,17
46,5,16,-0.31048264695769995,11,91,0.6708050039080473,0.001,6
78,3,8,0.22606881394056877,5,214,1.269932540579743,0.001,12
50,6,19,0.2878920200769082,6,105,1.2816441034891306,0.001,12
71,0,12,0.552922751470758,8,120,1.957475746897408,0.001,19
69,3,1,0.9549058156706371,10,104,1.4824710410583322,0.12439511240760952,1844
134,4,12,0.15241829561106202,8,231,0.9317604396152028,0.001,9
120,7,8,0.10905130989155398,5,71,0.8611989649072077,0.001,8
23,1,19,0.05489500688518367,9,76,0.6923723084675973,0.001,6
93,4,5,0.7403858634502916,6,154,1.6347720860735893,0.15,2452
139,5,0,-0.2655241679011432,9,224,1.536134984273508,0.001,15
79,4,4,0.015719355452634143,7,87,1.414815690962159,0.001,14
132,8,2,0.5874562073130862,6,161,0.5612606644249825,0.001,5
98,9,3,-0.4764575969863303,8,88,1.6442432995914418,0.001,16
37,0,0,-0.065928914591458,10,192,1.4628313657227188,0.001,14
75,2,13,0.4621707441320647,8,168,1.9458333021657326,0.001,19
14,1,8,-0.22107185299879295,9,243,1.3808031948152182,0.001,13
54,2,3,-0.045934146313593216,4,238,0.9559278599925622,0.001,9
56,9,17,0.2290676117248438,8,109,1.0722808282839804,0.001,10
40,8,13,0.13303534895453073,4,185,0.7637610580673487,0.001,7
148,8,3,-0.3409592150669317,8,93,1.5843712733020778,0.001,15
19,9,9,0.9073529833834488,11,92,1.5615824900325879,0.07531329493718923,1176
127,1,2,-0.43356091912686084,8,183,0.8009750232165144,0.001,8
23,2,6,0.6246141346342269,10,204,0.7377339847734179,0.12748439336007375,940
89,3,9,-0.3928658433632638,7,222,0.6155073998032918,0.001,6
102,8,12,0.200943704537619,4,72,1.8679636155226378,0.001,18
19,2,3,-0.23688306251688346,4,171,0.8496047505422767,0.001,8
85,6,17,-0.2883533053566121,8,190,1.016245290127706,0.001,10
103,2,10,-0.3111530351874124,11,245,0.920756762566236,0.001,9
114,6,3,0.17917995504301354,4,133,1.1204369039161866,0.001,11
10,6,13,0.2732273640809384,8,155,1.571073199073725,0.001,15
142,8,17,-0.2999232596857402,8,113,1.8058934505894266,0.001,18
29,1,7,0.9690935953993591,9,202,0.7738981242928102,0.15,1160
17,5,9,-0.11335116970666531,6,174,1.5296185156117477,0.001,15
10,8,4,0.1882620094041747,4,101,1.0288432133637277,0.019576346326604578,201
66,1,6,-0.17559566359713796,10,97,1.9707907524459392,0.001,19
73,1,11,0.24088396817431834,5,110,0.9483787389261153,0.001,9
127,4,2,0.6340248736977729,9,66,0.51078943401179,0.001,5
37,9,3,0.28165302144174276,4,89,1.2734599610297677,0.001,12
130,9,9,-0.07152669392291716,10,124,0.7260966264139066,0.001,7
116,9,3,-0.12740508689909286,11,138,0.5667416402275987,0.001,5
58,7,14,0.6384016093405802,4,118,1.5474038479215628,0.001,15
129,8,9,-0.3226427364106051,7,134,1.5983889237626847,0.001,15
53,1,15,0.05494974160880428,5,75,1.1910485196747538,0.001,11
65,4,14,-0.27277592501917197,5,233,1.5153282751348658,0.001,15
120,6,18,-0.11303625605827711,10,89,1.3073591723707008,0.001,13
143,5,19,-0.2709751512725717,7,145,1.4447016615828976,0.001,14
117,5,18,0.8301587628136402,7,245,1.3950559597819419,0.001,13
123,6,17,0.5978562985195477,4,166,1.4987341460833885,0.001,14
87,2,11,0.34139086906639204,6,185,0.799445973009757,0.001,7
139,2,15,-0.16336216625670036,10,122,0.9030599300550504,0.001,9
46,9,0,0.26534024079879237,7,94,1.159944724261538,0.001,11
29,8,15,0.2812498096713585,5,66,1.1691920141287797,0.001,11
35,7,1,0.38560558848085935,10,218,1.6616175673803564,0.018995054683878958,315
38,4,14,-0.40987226416590283,5,126,1.051090488844298,0.001,10
10,5,6,0.9593529567950594,4,186,0.7437577340887735,0.15,1115
128,9,0,0.19815845590048475,10,247,0.8771989557366138,0.001,8
44,0,4,0.8897976611486549,6,140,0.8221002535763426,0.15,1233
68,9,9,-0.48528782792903546,8,155,1.597490028884033,0.001,15
78,0,3,-0.12866240654703665,10,150,1.205509421938973,0.001,12
21,3,13,-0.3440066445299966,7,152,1.562946046956475,0.001,15
29,1,12,0.6544242660321573,7,73,1.1243295211364404,0.001,11
52,6,0,-0.01981242560793317,4,122,1.8346034037558576,0.001,18
135,1,15,0.7607387626236204,9,170,1.9752804615841018,0.001,19
59,9,8,0.7485780485737854,9,155,1.5047637630539175,0.13851153832270033,2084
38,1,15,0.5016921892098547,6,188,1.7957188358543283,0.001,17
48,4,18,0.49867270531596564,5,84,1.261899900758094,0.001,12
47,3,14,0.5502395381097025,5,206,1.9019312605308618,0.001,19
93,7,13,0.5106457519446619,8,185,1.747379728509242,0.001,17
137,3,19,0.08036253652652359,5,66,1.9876678576490587,0.001,19
135,5,9,0.524241466852819,9,248,1.4346406029916707,0.001,14
54,4,11,0.846110453788538,9,189,1.668810110402343,0.03051278341142285,509
61,1,0,-0.0011397621850645079,11,142,1.3143022099673203,0.001,13
89,7,16,0.9173335393224304,7,158,0.8886801564071343,0.001,8
133,1,8,-0.4796276181518454,8,99,1.0321327566946366,0.001,10
128,8,18,0.023623807397855745,6,163,1.8410081220969743,0.001,18
17,8,17,-0.3018523974068897,8,73,0.5839219198979309,0.001,5
94,2,6,-0.3100702564324645,10,86,1.3872198291116122,0.001,13
138,3,8,0.7231442410173523,6,60,1.058726048756163,0.001,10
17,7,11,0.8775524721251844,9,148,1.0800388070083335,0.001,10
105,8,6,0.6666373813494784,5,236,1.826856809620651,0.12995563916703065,2374
111,2,13,0.9649235784888397,4,104,1.7807335618193398,0.001,17
14,4,14,-0.1755065447505939,8,76,1.398263563358703,0.001,13
95,7,14,-0.2888001316854643,8,116,0.9093782711065008,0.001,9
43,2,5,0.28105567305942025,7,237,1.2131845192430362,0.15,1819
64,6,13,0.7435564221139268,11,51,1.112440090683824,0.001,11
128,7,1,-0.44024136374291045,11,117,1.0304270438037428,0.001,10
123,9,7,0.993348491499823,11,195,0.6541783678359446,0.001,6
35,2,12,0.40336889380798424,7,197,1.3146708300729806,0.001,13
145,1,5,0.9684127182720661,9,112,0.9527469468117253,0.15,1429
56,9,4,0.04762244985066544,6,121,1.4912119143912927,0.040904940488540854,609
122,6,4,0.18703573080038383,11,179,0.9788059037382961,0.001,9
85,8,0,0.6285421635960882,4,132,1.1467452397022027,0.001,11
81,0,8,0.6890506758419779,10,91,0.5785405612916112,0.001,5
98,2,5,-0.1504504199746396,7,205,1.9888071048582165,0.12095574346671238,2405
55,4,19,0.8947016294615842,7,206,1.2614155749127638,0.001,12
42,2,6,0.8011346827520929,5,246,0.5363563912462592,0.15,804
10,0,8,-0.47269204534520215,5,156,1.3118459881417162,0.001,13
40,6,4,-0.3071478412172254,9,77,1.8055309989584747,0.001,18
62,6,13,0.24414565961060108,11,237,1.6588282013993039,0.001,16
57,9,4,0.19143327116977404,9,154,1.5513600261941811,0.0821091703442204,1273
78,7,7,0.562586282552253,7,161,0.7091969818985524,0.001,7
114,4,6,-0.36543293592044895,6,182,1.4866056184812084,0.001,14
99,9,12,0.4672829600456898,10,64,1.6494475670183903,0.001,16
72,4,12,0.4245548967018735,11,159,1.358628595948245,0.001,13
82,4,7,-0.14957060228293345,4,122,1.8391235067805274,0.001,18
98,0,10,0.3135909464025992,7,209,0.9154846726773281,0.001,9
22,9,17,-0.16668918950602707,6,229,0.8632170496088758,0.001,8
82,4,18,-0.2796154593490905,6,139,1.804354617413969,0.001,18
86,5,5,0.3597024019811057,11,86,1.4380973644871786,0.15,2157
77,0,1,0.9662114174508556,7,192,0.5021708307814989,0.001,5
107,6,12,-0.14459997624238247,11,218,1.0296971127665788,0.001,10
134,0,10,0.03300422403272785,6,53,1.7867839787220117,0.001,17
111,1,0,-0.11514016101492991,8,230,0.5409792674626149,0.001,5
141,1,1,-0.1003102675302579,11,133,0.5048718923922633,0.001,5
111,4,16,0.10628820128002103,6,204,0.9218889357876947,0.001,9
28,9,7,0.5527832659759302,7,198,1.8710000555139168,0.15,2806
91,6,1,-0.4417932139535823,6,109,1.8522163722050244,0.001,18
32,0,5,0.9356862935283403,11,135,1.278142918702262,0.15,1917
92,9,4,-0.43058018076612875,10,241,1.3298553067094339,0.001,13
118,0,15,0.8218797729168394,7,120,0.9980120169757832,0.001,9
84,0,7,0.8415671481429983,5,224,0.8656049930417148,0.022732637342870232,196
138,5,18,0.286733781387285,7,231,1.7228327813181774,0.001,17
97,1,15,-0.29450475707154883,6,80,0.6594422907494621,0.001,6
63,0,12,0.3477189558354157,7,66,1.2310315563179537,0.001,12
98,5,19,0.44294823985427456,4,227,1.4515958892456267,0.001,14
74,1,6,0.7866384367106669,7,56,0.6555204355565438,0.0693818715734281,454
85,5,15,0.3263430636543545,7,175,1.2794106432085193,0.001,12
69,9,15,0.11606409385500727,11,132,1.3662819318686648,0.001,13
102,7,11,0.7574367907811708,4,77,1.6137440907610472,0.001,16
58,1,13,0.9714276960289285,4,59,0.8522540737212994,0.001,8
44,8,17,0.46765480773689994,4,76,0.9399912549361374,0.001,9
111,7,17,0.8115805559542144,9,190,1.35428171994955,0.001,13
20,9,15,0.3981026692435963,8,243,1.9746896149724211,0.001,19
108,0,19,0.5346819871154584,9,237,0.8262397742301717,0.001,8
119,6,15,0.5322506763233781,7,176,1.978855740685196,0.001,19
83,9,12,0.5571804802603979,9,92,1.5715137995817219,0.001,15
18,5,8,-0.018479834107049564,11,118,1.7391231044450348,0.00861269770874374,149
12,5,8,0.36349209440756847,9,112,0.6344619023545088,0.001,6
94,5,12,0.3912033759606931,4,119,0.9506302811459484,0.001,9
35,5,3,-0.02739255993015205,4,148,0.5866044194764716,0.001,5
81,9,8,0.024778551555495465,5,242,1.0573204925047628,0.001,10
57,6,14,0.6433701475250722,9,244,1.971934489880078,0.001,19
126,2,13,0.37408576092587364,8,231,0.6579095933095077,0.001,6
21,5,18,-0.2761832780552471,11,213,1.343559173556799,0.001,13
142,2,11,0.7564554830243084,11,120,0.5091059342207185,0.001,5
57,6,5,0.8246714306114795,11,142,1.569024224066094,0.15,2353
46,6,2,0.1992117219367212,7,192,0.7957890385580616,0.001,7
53,7,19,-0.1866388519656096,10,252,0.6943768056871444,0.001,6
24,1,15,0.921409743107358,11,195,1.0055267182411813,0.001,10
52,8,19,0.8234043467793644,10,181,1.6565664469084722,0.001,16
96,4,16,-0.13342738048724223,6,60,0.6599196294668161,0.001,6
79,8,15,-0.3566093955459539,8,183,0.844758493698043,0.001,8
55,9,5,0.16098041132366014,8,171,0.5126966324259643,0.15,769
117,4,7,0.5145954797406094,5,228,1.952622294043427,0.001,19
132,6,18,-0.23691712217008393,7,235,1.3882183999832958,0.001,13
30,8,1,0.269818987647622,7,237,1.5798494545770492,0.02358732597736254,372
116,3,13,0.13812324140877497,4,67,1.4770747567340217,0.001,14
89,1,11,0.8358267231541985,4,116,0.7165468383045115,0.001,7
56,8,16,0.14434994921069288,8,194,1.392409908490991,0.001,13
126,1,14,0.30066459060255646,5,146,0.6971233927118932,0.001,6
133,2,17,0.9329292940027334,7,83,1.1018546809446919,0.001,11
34,9,15,-0.05046235118815312,5,207,1.3534447038879396,0.001,13
45,1,12,-0.06651360208708795,6,196,1.338321671153234,0.001,13
60,2,16,0.699392619913064,10,186,0.6786101389741115,0.001,6
24,5,7,-0.08369152078404701,7,217,0.5516539544697833,0.001,5
77,2,0,0.7477988051098075,4,93,1.6973514708107207,0.001,16
30,9,2,-0.35669658595753256,8,144,1.588883655494008,0.001,15
28,7,15,-0.3331081290357974,5,236,0.6227283568471071,0.001,6
43,5,1,0.8519850612441577,10,140,0.6911232782023302,0.001,6
87,6,14,0.31121842372365294,10,160,1.8388756645844304,0.001,18
134,0,0,0.5782214000413581,11,202,1.6536933524326698,0.001,16
126,2,8,-0.16206666220618354,10,120,1.9942404443250112,0.001,19
61,2,15,-0.25058844742683756,4,102,0.8809811738075326,0.001,8
36,1,3,0.7524313933489601,8,225,1.2317044833032225,0.15,1847
44,6,11,0.037935110534873195,4,120,0.8546893640935336,0.001,8
145,8,0,0.18254892868299166,7,102,1.4342002077159646,0.001,14
115,3,0,-0.45804215408696153,5,157,0.673121358636977,0.001,6
11,4,6,0.07882110128944964,6,226,0.6908647591145496,0.001,6
86,2,17,0.6556567121874677,11,220,0.607831837107684,0.001,6
141,8,14,0.7319127659292541,9,68,1.5403791233962505,0.001,15
99,3,12,0.5481321833238129,11,115,1.2411088661498102,0.001,12
98,4,15,0.5382696003156133,10,211,1.426596824531945,0.001,14
103,0,6,0.2593588998957368,4,250,1.8189515698840384,0.014659201674765041,266
16,1,15,0.30749399388973453,9,231,1.610492727133038,0.001,16
104,8,12,0.6139476202197152,5,50,1.1925843772500364,0.001,11
117,1,13,-0.12904730175841572,7,155,1.9765339825913397,0.001,19
83,4,16,-0.152724397630916,11,104,1.1843841517129599,0.001,11
48,7,11,0.924887235871082,4,64,0.6686760098502997,0.001,6
80,2,19,-0.45846516986183694,7,176,1.988982120879074,0.001,19
65,5,12,-0.2908018045022277,6,64,0.534231095022271,0.001,5
51,3,19,0.355498639301872,10,170,1.3248253392316283,0.001,13
45,6,14,0.6067522580475229,6,200,0.9636432330495639,0.001,9
93,9,3,0.3068366244775176,10,115,1.2553282265254773,0.001,12
127,2,1,0.03259599424732618,8,223,1.3380694288917825,0.001,13
16,5,17,0.9669641790294514,8,163,0.8601438444177314,0.001,8
63,9,1,0.5557790276992687,8,186,1.3352881336058928,0.032212567252559,430
138,8,14,0.7470862616006186,7,243,1.6340916680083062,0.001,16
129,9,18,-0.4396296887176939,8,243,0.8997647558659976,0.001,8
115,0,14,-0.14611983428992448,5,195,1.0751391999708606,0.001,10
56,2,19,0.06125664038737011,9,194,0.9023640397460868,0.001,9
132,1,9,-0.22609790287658293,9,121,1.7308395964823036,0.001,17
128,7,19,-0.3906510909362792,7,147,1.587473388814395,0.001,15
127,6,10,-0.16236250310797967,7,211,1.806794655827611,0.001,18
30,1,9,0.30045344685556397,8,246,0.7550748393524889,0.001,7
146,5,4,0.5436178725350578,10,241,0.6103694572396273,0.001,6
35,2,8,0.6610313844476214,9,93,0.67907525578801,0.001,6
18,7,19,-0.4355957676984244,11,206,0.7415274992363545,0.001,7
24,9,18,0.1419792583188868,9,239,1.2996239910122036,0.001,12
19,2,12,-0.316682624621949,8,65,1.9563681055441473,0.001,19
131,9,17,0.14680057966700777,7,127,1.035853124925173,0.001,10
130,8,16,0.15096377368044256,6,101,1.9377624040403076,0.001,19
134,0,5,0.24731753006836554,10,51,0.5573011924837696,0.020021751873008208,111
81,4,9,0.839245939394859,11,110,1.8903083042219875,0.07782032415015941,1471
58,2,1,0.7076432539361341,6,181,0.7717289109574568,0.001,7
100,5,5,0.4550812677045877,8,175,1.8687124785790232,0.15,2803
46,9,12,0.8281109844002961,6,101,0.5843411451731917,0.001,5
77,1,17,0.5177029247569349,5,90,1.922329171242549,0.001,19
59,8,6,0.7282824411446127,5,229,0.8011973964782912,0.08559226233196021,685
28,5,1,0.34566745147618994,5,80,0.9540710901097411,0.001,9
109,6,13,0.2878273774463509,7,203,1.2364135161544372,0.001,12
69,4,4,0.5861458641585771,7,204,1.071081321853213,0.007618807110249492,81
98,8,17,-0.4704660320363734,7,170,1.501291953894725,0.001,15
78,0,10,0.5355663574471352,7,100,1.962211650875116,0.001,19
58,4,9,0.901777327606547,7,144,1.4096397362074111,0.1220936750920639,1721
117,9,10,0.5709131197401311,8,225,1.582228114154824,0.001,15
128,5,1,-0.44480941355417225,11,60,0.6320078754585523,0.001,6
46,6,14,0.06682846115908592,6,185,1.441718643605008,0.001,14
20,3,6,0.7143719534069293,8,61,1.1807746655696199,0.15,1771
147,0,8,0.93791282506663,11,148,1.8286735368794425,0.001,18
87,7,4,0.055245033454565884,6,94,1.082316649464653,0.001,10
86,9,6,0.7617910838153621,8,83,1.5191812160748785,0.03620011458080387,549
11,3,19,0.7957148129522695,5,254,0.8422305923886186,0.001,8
73,2,1,-0.315070401010925,4,121,0.889058800286294,0.001,8
44,6,2,0.768682700078031,7,224,1.0641836463834105,0.030837244322196852,328
16,1,1,-0.01362515654207741,4,70,0.9560953062597541,0.001,9
94,7,18,0.3898565823481259,4,90,0.8808182590851122,0.001,8
76,5,3,0.3084431790346316,5,252,0.5745030588512139,0.001,5
51,6,19,0.494580795604181,4,71,1.7551194976286886,0.001,17
127,4,6,0.6106969764170953,4,70,0.5964522963369265,0.001,5
134,8,6,0.16132164642787017,5,205,1.8310482734044515,0.001,18
33,4,16,0.8324662332236985,11,244,0.6881980836020904,0.001,6
55,4,18,0.7142476323423419,6,120,0.5978926055939886,0.001,5
28,2,15,0.6781316389717897,8,63,1.3445071459710456,0.001,13
77,0,2,0.18737026290143766,9,128,1.2536626888620828,0.001,12
111,1,14,-0.44364067123308476,4,122,1.2368518532478276,0.001,12
51,7,13,0.23838460956841656,11,101,1.3617564912520967,0.001,13
41,0,14,0.8476683012162745,7,220,0.9305849091787336,0.001,9
118,6,13,-0.21432476658872168,5,248,1.4944239101444168,0.001,14
45,4,6,0.9738887080158818,10,125,1.253603329560775,0.15,1880
106,2,2,0.711535930019757,10,68,1.002115200435988,0.001,10
140,6,16,0.5647446884230971,4,76,1.739751000471092,0.001,17
82,8,9,0.5157399368834812,9,195,1.5915816444900652,0.001,15
145,1,14,0.3805388229006439,6,62,1.090415512916933,0.001,10
106,7,5,0.5810054848736981,11,156,1.7714266778433092,0.15,2657
132,8,16,0.13285833432898064,6,178,1.8803873751676612,0.001,18
79,2,16,0.7679321620301944,9,134,1.3052994006265437,0.001,13
22,1,13,0.5445189341429213,7,211,0.8224286752353811,0.001,8
58,6,17,0.6568796685693237,4,190,1.8736882348204804,0.001,18
69,4,4,0.6887311332489694,7,158,0.7842194301432759,0.04111126094420098,322
139,4,7,-0.3618949314366462,6,164,0.5726348396259038,0.001,5
14,9,6,-0.4165388409683931,10,100,0.9912305133096964,0.001,9
36,4,3,0.7014788027271037,6,50,1.5904495166915598,0.07719208405851057,1227
17,3,17,-0.1109239684426307,8,170,1.8849111295303242,0.001,18
59,4,4,0.3729547112677214,6,205,1.45592847022166,0.11944734845053932,1739
76,3,15,0.1655662828284794,5,172,1.9277578204499901,0.001,19
53,5,13,-0.46694119449854865,8,81,0.6385562589138449,0.001,6
134,3,18,-0.4395781127505928,7,249,0.5911305943820301,0.001,5
67,1,13,0.7406878634181935,6,232,1.4062879261154961,0.001,14
12,8,8,0.41151634223308586,9,203,1.9491744837391323,0.13017477073913733,2537
95,1,5,0.2857646181052673,5,191,1.2540819634320859,0.15,1881
79,8,16,0.9165281252076254,8,142,0.5772728389089576,0.001,5
139,9,18,-0.2403274611067327,5,117,0.8318279841161842,0.001,8
11,5,11,-0.11304374051180222,8,112,0.867189359623656,0.001,8
111,8,3,0.6351086173534408,8,131,1.006785693705425,0.001,10
44,8,15,0.6628528419368942,8,191,0.5654050753793189,0.001,5
107,2,10,0.10734579465874661,11,204,1.8573390507468743,0.001,18
39,0,3,0.9264676519656398,11,90,1.273345917082243,0.1400504934066489,1783
125,0,16,0.907381866572756,9,52,1.5063961894311637,0.001,15
17,2,7,-0.4813854274097607,7,143,0.6007592553425134,0.001,6
53,4,13,-0.24150814648891245,8,108,0.581173201705474,0.001,5
45,2,1,0.7303291625258068,8,200,1.3797016580608208,0.11167729196803516,1540
86,8,10,0.0028250272390124564,11,67,1.830944015756312,0.001,18
40,8,10,-0.3568059819502574,5,153,1.2927230014393205,0.001,12
56,2,5,0.6774987616353754,8,123,1.816728758855107,0.15,2725
64,2,13,0.18187525836281415,7,169,1.716486909582859,0.001,17
115,4,9,0.23861618007305774,10,125,0.6137806786923812,0.001,6
130,1,7,-0.2204459167757431,9,218,0.8029362115785348,0.001,8
64,5,6,0.49134258090839167,9,57,1.4865660037330137,0.007747647661868752,115
21,6,7,0.3268619771839265,5,209,1.1652520738250622,0.001,11
149,8,7,-0.1899905933163863,10,130,0.9360497204703808,0.001,9
145,5,1,0.010497262658810236,8,218,1.1279507840719687,0.001,11
12,2,15,0.39531893100425797,5,222,1.1677994694059515,0.001,11
39,4,8,0.8873083831501152,11,150,1.8658283762323948,0.15,2798
32,3,12,0.8805645254822374,9,58,0.6551874255574295,0.001,6
101,4,11,-0.06814114340377553,7,139,0.9195961202114225,0.001,9
124,7,16,0.6034314666398273,5,97,1.3063472248740708,0.001,13
113,7,1,0.6632786207857142,7,164,1.5474303899458874,0.001,15
127,5,12,0.7132346499741922,11,201,1.4459559334388654,0.001,14
14,0,0,0.35614342712722014,11,136,1.9124641066060917,0.005918585753292934,113
113,7,18,-0.4842380028506183,10,144,1.6934133872292099,0.001,16
117,7,10,0.6425144281693729,10,221,1.3356152629616456,0.001,13
74,1,4,-0.34010382525597493,6,235,0.8220240375102612,0.001,8
130,3,0,-0.32469292066939726,8,243,1.1763113471033597,0.001,11
